Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      27/27          __gnu_cxx::new_allocator<IntClock*>::destroy(IntClock**) [550]
                0.00    0.00      27/54          std::allocator<IntClock*>::~allocator() [531]
                0.00    0.00      27/27          std::_List_base<IntClock*, std::allocator<IntClock*> >::_M_put_node(std::_List_node<IntClock*>*) [557]
-----------------------------------------------
                0.00    0.00      12/12          std::list<IntClock*, std::allocator<IntClock*> >::~list() [648]
[604]    0.0    0.00    0.00      12         std::_List_base<IntClock*, std::allocator<IntClock*> >::~_List_base() [604]
                0.00    0.00      12/12          std::_List_base<IntClock*, std::allocator<IntClock*> >::_List_impl::~_List_impl() [601]
                0.00    0.00      12/12          std::_List_base<IntClock*, std::allocator<IntClock*> >::_M_clear() [603]
-----------------------------------------------
                0.00    0.00       4/12          std::deque<Vertex*, std::allocator<Vertex*> >::deque(std::deque<Vertex*, std::allocator<Vertex*> > const&) [687]
                0.00    0.00       8/12          std::deque<Vertex*, std::allocator<Vertex*> >::~deque() [651]
[605]    0.0    0.00    0.00      12         std::_Deque_base<Vertex*, std::allocator<Vertex*> >::_M_get_Tp_allocator() [605]
-----------------------------------------------
                0.00    0.00      12/12          void std::_Destroy<std::string*>(std::string*, std::string*) [609]
[606]    0.0    0.00    0.00      12         void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [606]
                0.00    0.00      62/62          void std::_Destroy<std::string>(std::string*) [520]
                0.00    0.00      62/100         std::string* std::__addressof<std::string>(std::string&) [510]
-----------------------------------------------
                0.00    0.00       2/12          std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [726]
                0.00    0.00      10/12          std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [626]
[607]    0.0    0.00    0.00      12         std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned long) [607]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<std::string>::deallocate(std::string*, unsigned long) [614]
-----------------------------------------------
                0.00    0.00       1/12          Utils::printValuesVertices(Vertex*, std::string) [43]
                0.00    0.00       1/12          Utils::printValuesTriangles(std::list<Triangle*, std::allocator<Triangle*> >&, std::string) [45]
                0.00    0.00      10/12          std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [626]
[608]    0.0    0.00    0.00      12         std::vector<std::string, std::allocator<std::string> >::begin() [608]
                0.00    0.00      12/48          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [537]
-----------------------------------------------
                0.00    0.00      12/12          void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>&) [610]
[609]    0.0    0.00    0.00      12         void std::_Destroy<std::string*>(std::string*, std::string*) [609]
                0.00    0.00      12/12          void std::_Destroy_aux<false>::__destroy<std::string*>(std::string*, std::string*) [606]
-----------------------------------------------
                0.00    0.00       2/12          std::vector<std::string, std::allocator<std::string> >::~vector() [735]
                0.00    0.00      10/12          std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [626]
[610]    0.0    0.00    0.00      12         void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>&) [610]
                0.00    0.00      12/12          void std::_Destroy<std::string*>(std::string*, std::string*) [609]
-----------------------------------------------
                0.00    0.00      10/10          mpfr::operator<<(std::ostream&, mpfr::real<512l, (mpfr_rnd_t)0> const&) [80]
[611]    0.0    0.00    0.00      10         mpfr::helper_ostream(std::ostream&, __mpfr_struct const*, mpfr_rnd_t) [611]
                0.00    0.00      45/45          __gnu_cxx::__normal_iterator<char*, std::string>::operator*() const [538]
                0.00    0.00      16/16          std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [593]
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<char*, std::string>::operator++(int) [595]
                0.00    0.00      10/10          std::ios_base::precision() const [622]
                0.00    0.00      10/10          std::ios_base::flags() const [620]
                0.00    0.00      10/10          bool __gnu_cxx::operator==<char*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char*, std::string> const&) [616]
                0.00    0.00      10/22          std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [572]
                0.00    0.00      10/10          std::ios_base::width() const [621]
-----------------------------------------------
                0.00    0.00      10/10          std::_Deque_base<Vertex*, std::allocator<Vertex*> >::_M_deallocate_map(Vertex***, unsigned long) [624]
[612]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<Vertex**>::deallocate(Vertex***, unsigned long) [612]
-----------------------------------------------
                0.00    0.00      10/10          std::_Deque_base<Vertex*, std::allocator<Vertex*> >::_M_allocate_map(unsigned long) [623]
[613]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<Vertex**>::allocate(unsigned long, void const*) [613]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<Vertex**>::max_size() const [618]
-----------------------------------------------
                0.00    0.00      10/10          std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned long) [607]
[614]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<std::string>::deallocate(std::string*, unsigned long) [614]
-----------------------------------------------
                0.00    0.00      10/10          std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned long) [625]
[615]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<std::string>::allocate(unsigned long, void const*) [615]
                0.00    0.00      10/30          __gnu_cxx::new_allocator<std::string>::max_size() const [549]
-----------------------------------------------
                0.00    0.00      10/10          mpfr::helper_ostream(std::ostream&, __mpfr_struct const*, mpfr_rnd_t) [611]
[616]    0.0    0.00    0.00      10         bool __gnu_cxx::operator==<char*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char*, std::string> const&) [616]
                0.00    0.00      20/20          __gnu_cxx::__normal_iterator<char*, std::string>::base() const [576]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [626]
[617]    0.0    0.00    0.00      10         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::difference_type __gnu_cxx::operator-<std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [617]
                0.00    0.00      20/68          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::base() const [511]
-----------------------------------------------
                0.00    0.00      10/10          __gnu_cxx::new_allocator<Vertex**>::allocate(unsigned long, void const*) [613]
[618]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<Vertex**>::max_size() const [618]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [626]
[619]    0.0    0.00    0.00      10         std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned long, char const*) const [619]
                0.00    0.00      40/40          std::vector<std::string, std::allocator<std::string> >::size() const [543]
                0.00    0.00      20/20          std::vector<std::string, std::allocator<std::string> >::max_size() const [579]
                0.00    0.00      10/8790        unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [306]
-----------------------------------------------
                0.00    0.00      10/10          mpfr::helper_ostream(std::ostream&, __mpfr_struct const*, mpfr_rnd_t) [611]
[620]    0.0    0.00    0.00      10         std::ios_base::flags() const [620]
-----------------------------------------------
                0.00    0.00      10/10          mpfr::helper_ostream(std::ostream&, __mpfr_struct const*, mpfr_rnd_t) [611]
